Restaurant_ID,Name,City,Cuisine,Rating,Votes,Cost
62,Restaurant_62,Philadelphia,American,3.3,1008,95.0
63,Restaurant_63,Los Angeles,Korean,4.0,2364,72.0
64,Restaurant_64,San Jose,Korean,4.1,3686,102.0
65,Restaurant_65,Los Angeles,Thai,2.7,4347,147.0
66,Restaurant_66,San Jose,Chinese,3.2,2199,58.0
67,Restaurant_67,Houston,Indian,3.0,1359,130.0
68,Restaurant_68,San Diego,Korean,4.0,909,48.0
69,Restaurant_69,San Antonio,Mediterranean,4.4,3439,43.0
70,Restaurant_70,Dallas,Indian,3.0,2913,
71,Restaurant_71,San Diego,Chinese,4.4,4695,19.0
72,Restaurant_72,Phoenix,Mexican,3.2,1006,18.0
73,Restaurant_73,Los Angeles,American,4.3,3052,105.0
74,Restaurant_74,Phoenix,Indian,3.6,1143,142.0
75,Restaurant_75,San Diego,French,3.5,4398,148.0
76,Restaurant_76,San Jose,Thai,4.6,3220,51.0
77,Restaurant_77,Dallas,Japanese,5.0,1224,89.0
78,Restaurant_78,Dallas,Mexican,2.4,3878,100.0
79,Restaurant_79,New York,Chinese,4.2,4495,10.0
80,Restaurant_80,Dallas,Korean,3.9,67,20.0
81,Restaurant_81,San Antonio,Mediterranean,4.3,4249,70.0
82,Restaurant_82,Dallas,Mediterranean,2.8,1014,88.0
83,Restaurant_83,San Diego,American,3.0,181,113.0
84,Restaurant_84,New York,Chinese,3.3,4620,57.0
85,Restaurant_85,San Diego,Mexican,3.9,4115,91.0
86,Restaurant_86,San Diego,French,3.3,4946,37.0
87,Restaurant_87,Chicago,Japanese,3.6,2945,98.0
88,Restaurant_88,New York,Korean,4.4,2057,84.0
89,Restaurant_89,San Diego,Thai,5.0,2747,89.0
90,Restaurant_90,Chicago,Italian,4.3,1880,45.0
91,Restaurant_91,Chicago,Italian,4.4,3602,96.0
92,Restaurant_92,New York,Korean,3.7,654,79.0
93,Restaurant_93,Phoenix,Mexican,3.2,3686,116.0
94,Restaurant_94,San Jose,Korean,3.6,2288,115.0
95,Restaurant_95,San Antonio,Chinese,3.8,2199,79.0
96,Restaurant_96,San Jose,Italian,3.0,2831,19.0
97,Restaurant_97,Dallas,American,4.4,3408,14.0
98,Restaurant_98,San Antonio,Chinese,4.9,2235,37.0
99,Restaurant_99,Dallas,Italian,3.9,2511,68.0
100,Restaurant_100,San Diego,French,4.6,721,146.0
101,Restaurant_101,Los Angeles,Japanese,4.6,3248,101.0
102,Restaurant_102,New York,Mediterranean,3.1,1200,71.0
103,Restaurant_103,San Antonio,Chinese,2.6,4976,98.0
104,Restaurant_104,San Antonio,Mediterranean,3.5,2462,116.0
105,Restaurant_105,San Diego,Mediterranean,3.9,4673,47.0
106,Restaurant_106,Phoenix,Italian,3.0,309,130.0
107,Restaurant_107,Chicago,Chinese,4.8,1025,119.0
108,Restaurant_108,San Diego,Japanese,5.0,4412,75.0
109,Restaurant_109,Philadelphia,French,3.9,1532,75.0
110,Restaurant_110,Chicago,Indian,3.1,3643,55.0
111,Restaurant_111,New York,American,4.1,367,69.0
112,Restaurant_112,Chicago,Mediterranean,3.1,4650,147.0
113,Restaurant_113,Phoenix,Japanese,4.6,2652,99.0
114,Restaurant_114,Chicago,Thai,3.6,1249,122.0
115,Restaurant_115,New York,Thai,4.3,2983,94.0
116,Restaurant_116,Phoenix,Indian,4.4,4575,75.0
117,Restaurant_117,San Jose,Indian,4.2,3028,55.0
118,Restaurant_118,San Antonio,Indian,5.0,3134,127.0
119,Restaurant_119,San Antonio,American,3.9,4095,104.0
120,Restaurant_120,Dallas,American,3.4,939,13.0
121,Restaurant_121,San Jose,French,2.3,4109,12.0
122,Restaurant_122,San Jose,Mediterranean,2.2,4237,129.0
123,Restaurant_123,Chicago,Mexican,4.3,4023,83.0
124,Restaurant_124,San Antonio,Thai,3.7,3691,115.0
125,Restaurant_125,New York,Italian,3.2,589,105.0
126,Restaurant_126,Houston,Italian,3.0,1782,45.0
127,Restaurant_127,Houston,Indian,4.3,4568,36.0
128,Restaurant_128,Phoenix,Korean,3.1,1207,62.0
129,Restaurant_129,San Antonio,Thai,4.9,4412,58.0
130,Restaurant_130,San Antonio,Mexican,5.0,4540,111.0
131,Restaurant_131,Houston,Mexican,3.2,2343,10.0
132,Restaurant_132,San Antonio,Italian,4.3,846,71.0
133,Restaurant_133,Chicago,Korean,4.1,2424,108.0
134,Restaurant_134,Philadelphia,Mexican,3.1,4680,75.0
135,Restaurant_135,Los Angeles,Thai,3.1,798,53.0
136,Restaurant_136,San Jose,Mediterranean,3.7,470,11.0
137,Restaurant_137,Dallas,Japanese,3.0,3909,68.0
138,Restaurant_138,Phoenix,Korean,4.6,4827,23.0
139,Restaurant_139,Philadelphia,Mexican,3.6,2094,25.0
140,Restaurant_140,Houston,Korean,3.0,2994,60.0
141,Restaurant_141,San Jose,Korean,3.7,3129,109.0
142,Restaurant_142,San Antonio,Mediterranean,4.1,1313,37.0
143,Restaurant_143,Dallas,Thai,3.3,2878,62.0
144,Restaurant_144,San Antonio,Italian,2.4,3515,61.0
145,Restaurant_145,New York,Mediterranean,3.9,1047,125.0
146,Restaurant_146,New York,Mexican,2.9,1087,18.0
147,Restaurant_147,Dallas,Indian,3.2,3681,20.0
148,Restaurant_148,Dallas,Mediterranean,4.1,282,116.0
149,Restaurant_149,Houston,Indian,3.4,3648,54.0
150,Restaurant_150,Dallas,Chinese,3.7,1398,94.0
151,Restaurant_151,Chicago,Italian,4.8,2733,11.0
152,Restaurant_152,San Antonio,Thai,3.6,4067,78.0
153,Restaurant_153,Philadelphia,Japanese,5.0,2357,148.0
154,Restaurant_154,San Diego,Korean,4.3,2935,38.0
155,Restaurant_155,Dallas,Indian,3.1,3818,120.0
156,Restaurant_156,Phoenix,Japanese,3.5,3238,101.0
157,Restaurant_157,New York,Japanese,2.9,1772,14.0
158,Restaurant_158,Chicago,Indian,4.2,4077,29.0
159,Restaurant_159,San Jose,Japanese,4.7,4102,110.0
160,Restaurant_160,San Diego,Korean,3.5,787,48.0
161,Restaurant_161,Philadelphia,French,2.5,3224,136.0
162,Restaurant_162,San Diego,Chinese,4.1,42,10.0
163,Restaurant_163,Dallas,Indian,3.2,4296,128.0
164,Restaurant_164,Houston,Korean,3.3,2942,138.0
165,Restaurant_165,New York,Italian,4.0,4643,13.0
166,Restaurant_166,New York,Indian,4.7,4321,143.0
167,Restaurant_167,San Jose,Korean,4.3,3905,111.0
168,Restaurant_168,Houston,Korean,4.1,4728,138.0
169,Restaurant_169,San Antonio,Mediterranean,3.7,3410,71.0
170,Restaurant_170,Los Angeles,French,2.9,1358,142.0
171,Restaurant_171,Chicago,Indian,4.0,1204,63.0
172,Restaurant_172,New York,Thai,4.3,3604,58.0
173,Restaurant_173,Phoenix,Korean,3.4,2993,16.0
174,Restaurant_174,New York,Chinese,3.5,2241,109.0
175,Restaurant_175,San Diego,Mediterranean,4.6,537,12.0
176,Restaurant_176,New York,Korean,3.5,4011,85.0
177,Restaurant_177,New York,Indian,3.6,3868,132.0
178,Restaurant_178,Los Angeles,Mexican,3.7,4576,88.0
179,Restaurant_179,Los Angeles,Korean,4.3,4525,41.0
180,Restaurant_180,Philadelphia,American,4.0,3583,21.0
181,Restaurant_181,San Antonio,Mexican,4.0,1350,113.0
182,Restaurant_182,Phoenix,Korean,4.9,944,120.0
183,Restaurant_183,New York,Japanese,3.5,3856,16.0
184,Restaurant_184,New York,Korean,3.1,1823,104.0
185,Restaurant_185,Chicago,Italian,4.5,2625,74.0
186,Restaurant_186,Los Angeles,Japanese,4.0,3898,54.0
187,Restaurant_187,Phoenix,Indian,3.4,3487,43.0
188,Restaurant_188,San Jose,Chinese,3.5,4206,148.0
189,Restaurant_189,Philadelphia,Mexican,2.9,4307,17.0
190,Restaurant_190,San Antonio,Thai,4.0,850,54.0
191,Restaurant_191,Houston,Mediterranean,2.8,2925,113.0
192,Restaurant_192,San Antonio,Chinese,4.3,995,87.0
193,Restaurant_193,San Diego,Japanese,3.4,4761,54.0
194,Restaurant_194,New York,Mediterranean,2.8,349,132.0
195,Restaurant_195,Philadelphia,Mexican,4.6,1537,147.0
196,Restaurant_196,San Diego,Thai,5.0,2977,52.0
197,Restaurant_197,Phoenix,American,4.1,2728,90.0
198,Restaurant_198,Houston,American,3.6,4346,20.0
199,Restaurant_199,Los Angeles,Thai,3.1,2366,14.0
200,Restaurant_200,Philadelphia,Mediterranean,4.0,2236,40.0
201,Restaurant_201,Philadelphia,Indian,4.2,3875,25.0
202,Restaurant_202,New York,Mediterranean,3.8,3094,18.0
203,Restaurant_203,Dallas,Korean,4.4,3601,11.0
204,Restaurant_204,Philadelphia,Mediterranean,4.9,4174,46.0
205,Restaurant_205,Chicago,Indian,2.9,4641,93.0
206,Restaurant_206,Houston,Chinese,4.0,923,67.0
207,Restaurant_207,Houston,Mexican,2.5,618,92.0
208,Restaurant_208,Chicago,Mediterranean,3.2,4400,115.0
209,Restaurant_209,San Jose,Mexican,4.3,3262,145.0
210,Restaurant_210,Chicago,Japanese,3.8,3303,61.0
211,Restaurant_211,Chicago,American,2.7,2601,84.0
212,Restaurant_212,Houston,American,4.5,1047,86.0
213,Restaurant_213,San Antonio,Indian,3.4,1698,78.0
214,Restaurant_214,Houston,Japanese,4.4,2230,134.0
215,Restaurant_215,Dallas,American,4.2,1868,43.0
216,Restaurant_216,New York,Indian,3.2,2654,106.0
217,Restaurant_217,San Diego,Mediterranean,4.4,82,22.0
218,Restaurant_218,San Antonio,Japanese,4.0,92,59.0
219,Restaurant_219,Los Angeles,Korean,3.9,3156,100.0
220,Restaurant_220,San Diego,Korean,3.5,3048,13.0
221,Restaurant_221,New York,Korean,3.0,1467,73.0
222,Restaurant_222,Dallas,Chinese,3.5,2024,83.0
223,Restaurant_223,Dallas,Korean,3.5,4869,25.0
224,Restaurant_224,Los Angeles,Japanese,4.4,3817,93.0
225,Restaurant_225,San Antonio,Italian,2.6,2698,147.0
226,Restaurant_226,San Jose,American,4.8,791,118.0
227,Restaurant_227,Chicago,Korean,4.9,475,71.0
228,Restaurant_228,San Antonio,Japanese,3.4,503,53.0
229,Restaurant_229,San Jose,French,4.8,230,95.0
230,Restaurant_230,Dallas,Mediterranean,3.1,1586,90.0
231,Restaurant_231,Houston,Chinese,4.6,1774,131.0
232,Restaurant_232,New York,Mexican,3.2,3090,113.0
233,Restaurant_233,Los Angeles,Indian,4.5,2256,142.0
234,Restaurant_234,New York,French,2.8,3970,129.0
235,Restaurant_235,Phoenix,French,4.6,4226,143.0
236,Restaurant_236,Phoenix,Chinese,4.7,4838,115.0
237,Restaurant_237,San Antonio,Indian,2.8,383,136.0
238,Restaurant_238,Dallas,Chinese,5.0,3163,37.0
239,Restaurant_239,Dallas,Korean,4.5,2409,116.0
240,Restaurant_240,Chicago,Mexican,2.4,760,
241,Restaurant_241,Chicago,Indian,3.5,3952,37.0
242,Restaurant_242,Chicago,Japanese,4.5,942,13.0
243,Restaurant_243,Houston,American,4.3,2695,113.0
244,Restaurant_244,San Diego,Chinese,3.9,1296,137.0
245,Restaurant_245,Philadelphia,Mexican,4.4,2402,137.0
246,Restaurant_246,San Diego,Mediterranean,3.2,2147,115.0
247,Restaurant_247,New York,Italian,3.8,1639,105.0
248,Restaurant_248,San Diego,Mediterranean,3.2,4396,136.0
249,Restaurant_249,Houston,Italian,3.9,608,102.0
250,Restaurant_250,New York,Thai,4.5,881,75.0
251,Restaurant_251,San Diego,Japanese,4.3,2250,67.0
252,Restaurant_252,Houston,Thai,4.0,3092,20.0
253,Restaurant_253,Philadelphia,Chinese,4.5,2159,120.0
254,Restaurant_254,San Diego,Chinese,4.6,2428,113.0
255,Restaurant_255,Houston,Italian,5.0,4850,74.0
256,Restaurant_256,Chicago,Indian,4.6,3001,137.0
257,Restaurant_257,Dallas,Mexican,4.3,4891,26.0
258,Restaurant_258,Chicago,Korean,4.5,1994,123.0
259,Restaurant_259,Dallas,French,4.0,1323,89.0
260,Restaurant_260,Los Angeles,Chinese,3.6,4317,75.0
261,Restaurant_261,Los Angeles,Thai,,1011,127.0
262,Restaurant_262,Los Angeles,Thai,4.3,4038,122.0
263,Restaurant_263,Philadelphia,Mediterranean,4.0,688,141.0
264,Restaurant_264,Chicago,Japanese,3.7,4068,80.0
265,Restaurant_265,Dallas,Italian,3.6,4213,70.0
266,Restaurant_266,Houston,French,3.5,4269,67.0
267,Restaurant_267,New York,Italian,4.7,1242,62.0
268,Restaurant_268,Houston,Chinese,4.6,3447,14.0
269,Restaurant_269,New York,American,4.6,2044,123.0
270,Restaurant_270,Phoenix,French,3.1,440,70.0
271,Restaurant_271,Houston,Mediterranean,3.5,1224,30.0
272,Restaurant_272,San Diego,Thai,3.6,2462,23.0
273,Restaurant_273,San Diego,Mediterranean,3.4,4178,105.0
274,Restaurant_274,San Antonio,Chinese,5.0,2752,88.0
275,Restaurant_275,Chicago,American,4.1,1752,87.0
276,Restaurant_276,New York,Korean,4.0,4442,50.0
277,Restaurant_277,New York,French,3.5,4629,25.0
278,Restaurant_278,Chicago,Italian,,3002,60.0
279,Restaurant_279,Philadelphia,French,5.0,4546,10.0
280,Restaurant_280,San Antonio,Thai,3.9,3216,49.0
281,Restaurant_281,Philadelphia,Italian,3.6,3359,27.0
282,Restaurant_282,Philadelphia,Korean,3.7,3942,43.0
283,Restaurant_283,Philadelphia,Korean,3.6,3296,109.0
284,Restaurant_284,Chicago,Japanese,,4309,138.0
285,Restaurant_285,Philadelphia,Italian,3.4,4014,148.0
286,Restaurant_286,San Diego,Mexican,3.2,899,129.0
287,Restaurant_287,Los Angeles,American,3.8,1189,111.0
288,Restaurant_288,Phoenix,Mexican,3.9,652,124.0
289,Restaurant_289,New York,Korean,3.6,982,23.0
290,Restaurant_290,New York,Italian,4.8,575,101.0
291,Restaurant_291,Phoenix,Japanese,4.1,332,30.0
292,Restaurant_292,Chicago,French,4.3,4307,129.0
293,Restaurant_293,Houston,French,4.3,288,28.0
294,Restaurant_294,Chicago,French,3.9,2213,33.0
295,Restaurant_295,New York,Japanese,4.0,2173,35.0
296,Restaurant_296,New York,Chinese,3.2,3833,54.0
297,Restaurant_297,Phoenix,Italian,4.3,1055,117.0
298,Restaurant_298,Philadelphia,Mexican,3.6,4369,148.0
299,Restaurant_299,Chicago,American,3.4,1324,33.0
300,Restaurant_300,Dallas,Korean,4.7,3595,33.0
301,Restaurant_301,Phoenix,American,2.9,3827,21.0
302,Restaurant_302,San Diego,Korean,5.0,2662,144.0
303,Restaurant_303,New York,Italian,4.9,2323,90.0
304,Restaurant_304,Phoenix,Italian,3.6,1882,108.0
305,Restaurant_305,Chicago,Mediterranean,5.0,3063,79.0
306,Restaurant_306,New York,Mexican,3.2,1153,88.0
307,Restaurant_307,Houston,Thai,4.5,3370,32.0
308,Restaurant_308,Phoenix,Korean,3.8,96,132.0
309,Restaurant_309,San Antonio,Indian,2.5,276,47.0
310,Restaurant_310,New York,Thai,3.4,2847,38.0
311,Restaurant_311,Chicago,French,3.7,331,85.0
312,Restaurant_312,Los Angeles,American,4.3,2252,77.0
313,Restaurant_313,Dallas,Italian,3.5,4198,30.0
314,Restaurant_314,San Jose,Indian,3.6,3051,18.0
315,Restaurant_315,Philadelphia,Korean,4.2,3696,58.0
316,Restaurant_316,San Jose,Chinese,4.1,2407,107.0
317,Restaurant_317,Chicago,Korean,3.7,3202,46.0
318,Restaurant_318,San Diego,American,3.6,2086,30.0
319,Restaurant_319,San Diego,Korean,4.5,306,32.0
320,Restaurant_320,Los Angeles,Korean,3.6,883,147.0
321,Restaurant_321,Philadelphia,Japanese,3.0,4289,79.0
322,Restaurant_322,San Antonio,Mexican,3.5,3589,110.0
323,Restaurant_323,Los Angeles,Thai,4.2,3641,38.0
324,Restaurant_324,San Jose,Chinese,3.7,4344,68.0
325,Restaurant_325,Los Angeles,Italian,3.4,2162,30.0
326,Restaurant_326,San Jose,Korean,2.9,3147,95.0
327,Restaurant_327,New York,Chinese,3.7,2783,108.0
328,Restaurant_328,San Diego,Mediterranean,4.0,3141,72.0
329,Restaurant_329,New York,Korean,3.1,4603,55.0
330,Restaurant_330,Dallas,Japanese,3.7,154,142.0
331,Restaurant_331,Philadelphia,Japanese,3.0,3630,24.0
332,Restaurant_332,San Antonio,Indian,3.7,460,114.0
333,Restaurant_333,San Jose,French,5.0,1396,120.0
334,Restaurant_334,San Antonio,American,3.9,790,92.0
335,Restaurant_335,San Jose,Thai,2.7,3709,89.0
336,Restaurant_336,Chicago,Mediterranean,4.0,1867,120.0
337,Restaurant_337,Los Angeles,American,4.7,1688,116.0
338,Restaurant_338,Dallas,American,2.8,576,96.0
339,Restaurant_339,San Diego,Indian,3.1,3764,13.0
340,Restaurant_340,San Jose,Japanese,4.0,2543,51.0
341,Restaurant_341,San Antonio,Mexican,3.7,361,128.0
342,Restaurant_342,Dallas,Chinese,4.6,456,35.0
343,Restaurant_343,Houston,Italian,3.7,3249,115.0
344,Restaurant_344,Houston,Mexican,4.4,4224,113.0
345,Restaurant_345,New York,Mexican,4.9,3561,17.0
346,Restaurant_346,San Diego,French,3.2,3110,82.0
347,Restaurant_347,Chicago,French,4.3,3529,87.0
348,Restaurant_348,San Antonio,Mexican,3.5,4907,75.0
349,Restaurant_349,Los Angeles,Japanese,2.2,4968,77.0
350,Restaurant_350,Los Angeles,American,4.1,349,108.0
351,Restaurant_351,San Antonio,Chinese,4.2,2692,87.0
352,Restaurant_352,Philadelphia,American,2.7,4547,94.0
353,Restaurant_353,Chicago,American,3.5,4083,88.0
354,Restaurant_354,Dallas,American,3.4,108,48.0
355,Restaurant_355,San Jose,Chinese,4.4,1231,59.0
356,Restaurant_356,Philadelphia,Chinese,2.7,576,29.0
357,Restaurant_357,San Jose,Indian,3.9,240,79.0
358,Restaurant_358,San Jose,Thai,2.2,2638,126.0
359,Restaurant_359,Philadelphia,Mexican,4.1,2041,121.0
360,Restaurant_360,New York,Korean,3.9,370,37.0
361,Restaurant_361,Houston,Indian,3.4,2152,128.0
362,Restaurant_362,San Jose,Indian,4.8,97,107.0
363,Restaurant_363,Philadelphia,Italian,2.0,4191,82.0
364,Restaurant_364,Philadelphia,Korean,3.8,1948,117.0
365,Restaurant_365,Phoenix,French,4.6,1495,31.0
366,Restaurant_366,New York,Italian,3.9,2093,14.0
367,Restaurant_367,San Diego,French,4.8,2937,69.0
368,Restaurant_368,Phoenix,Thai,3.5,2078,123.0
369,Restaurant_369,Phoenix,Mediterranean,3.7,2455,107.0
370,Restaurant_370,San Antonio,French,4.7,3446,54.0
371,Restaurant_371,Houston,American,4.4,1405,122.0
372,Restaurant_372,Philadelphia,French,5.0,4811,146.0
373,Restaurant_373,Houston,Korean,3.9,2691,23.0
374,Restaurant_374,Chicago,Chinese,3.9,2745,78.0
375,Restaurant_375,San Antonio,Korean,3.5,972,123.0
376,Restaurant_376,San Diego,Thai,3.7,2748,65.0
377,Restaurant_377,Houston,Indian,4.6,1512,120.0
378,Restaurant_378,Los Angeles,American,3.8,2923,100.0
379,Restaurant_379,San Jose,Mediterranean,3.2,808,20.0
380,Restaurant_380,Chicago,Thai,3.5,4694,124.0
381,Restaurant_381,New York,Indian,3.7,4230,110.0
382,Restaurant_382,San Diego,Japanese,3.3,327,107.0
383,Restaurant_383,Chicago,Korean,3.5,4294,124.0
384,Restaurant_384,San Jose,Thai,3.1,682,89.0
385,Restaurant_385,San Antonio,Korean,3.5,3331,67.0
386,Restaurant_386,San Jose,Mediterranean,4.6,123,39.0
387,Restaurant_387,Phoenix,Indian,3.8,753,76.0
388,Restaurant_388,San Jose,Korean,5.0,1606,38.0
389,Restaurant_389,Phoenix,Chinese,3.3,3578,51.0
390,Restaurant_390,San Antonio,French,4.1,4666,128.0
391,Restaurant_391,Dallas,Italian,4.0,1468,71.0
392,Restaurant_392,Phoenix,Mediterranean,4.3,2845,38.0
393,Restaurant_393,New York,Italian,3.4,2938,38.0
394,Restaurant_394,San Jose,Mexican,3.5,1926,113.0
395,Restaurant_395,San Jose,French,4.1,2427,66.0
396,Restaurant_396,New York,Mediterranean,3.4,164,64.0
397,Restaurant_397,Los Angeles,Thai,2.6,1509,125.0
398,Restaurant_398,Philadelphia,Chinese,4.7,4710,137.0
399,Restaurant_399,Dallas,Thai,4.4,4092,86.0
400,Restaurant_400,San Diego,Japanese,3.5,2810,78.0
401,Restaurant_401,Phoenix,Mexican,4.0,1200,67.0
402,Restaurant_402,New York,Chinese,4.5,3281,94.0
403,Restaurant_403,San Antonio,Korean,4.7,618,78.0
404,Restaurant_404,Phoenix,Korean,3.9,2712,110.0
405,Restaurant_405,Philadelphia,American,3.4,4954,45.0
406,Restaurant_406,San Antonio,Korean,4.8,3723,137.0
407,Restaurant_407,Chicago,Indian,3.9,1686,96.0
408,Restaurant_408,San Jose,Mexican,3.7,1606,83.0
409,Restaurant_409,Chicago,Indian,4.0,4732,102.0
410,Restaurant_410,Phoenix,French,4.6,3932,108.0
411,Restaurant_411,Philadelphia,American,3.8,3892,33.0
412,Restaurant_412,Dallas,American,4.5,3803,96.0
413,Restaurant_413,Phoenix,Korean,3.7,4310,76.0
414,Restaurant_414,New York,Chinese,4.2,1353,77.0
415,Restaurant_415,Houston,French,3.1,4239,115.0
416,Restaurant_416,Phoenix,Japanese,4.5,618,128.0
417,Restaurant_417,San Jose,Mexican,3.3,353,41.0
418,Restaurant_418,San Jose,Mexican,4.1,280,129.0
419,Restaurant_419,Phoenix,Mediterranean,2.8,3377,139.0
420,Restaurant_420,San Antonio,Thai,3.8,4932,87.0
421,Restaurant_421,Houston,Korean,3.9,3550,47.0
422,Restaurant_422,New York,Mediterranean,3.3,1959,64.0
423,Restaurant_423,Phoenix,Japanese,3.7,389,43.0
424,Restaurant_424,San Antonio,American,4.0,3867,55.0
425,Restaurant_425,San Jose,Italian,4.2,4360,139.0
426,Restaurant_426,San Jose,Japanese,3.9,2053,79.0
427,Restaurant_427,Philadelphia,Japanese,4.7,167,45.0
428,Restaurant_428,Phoenix,Chinese,4.6,4945,78.0
429,Restaurant_429,Houston,Chinese,3.8,2166,114.0
430,Restaurant_430,Los Angeles,Chinese,,4269,63.0
431,Restaurant_431,Houston,Chinese,3.5,3006,121.0
432,Restaurant_432,San Jose,Thai,2.2,186,116.0
433,Restaurant_433,San Jose,Korean,3.7,4046,62.0
434,Restaurant_434,Chicago,Mexican,4.8,2940,126.0
435,Restaurant_435,San Jose,Korean,4.4,1297,115.0
436,Restaurant_436,New York,Korean,3.9,2645,102.0
437,Restaurant_437,San Diego,Mexican,3.3,1216,68.0
438,Restaurant_438,Phoenix,Chinese,3.9,4627,106.0
439,Restaurant_439,Houston,Korean,5.0,2999,95.0
440,Restaurant_440,San Diego,Thai,4.8,1205,36.0
441,Restaurant_441,San Antonio,Chinese,3.7,227,81.0
442,Restaurant_442,Los Angeles,Thai,2.8,2613,131.0
443,Restaurant_443,New York,Mediterranean,5.0,4709,
444,Restaurant_444,Houston,Korean,3.3,2136,34.0
445,Restaurant_445,San Diego,Indian,4.2,3731,107.0
446,Restaurant_446,Los Angeles,Thai,2.7,249,146.0
447,Restaurant_447,Chicago,Mediterranean,3.6,2272,73.0
448,Restaurant_448,New York,French,2.7,2950,122.0
449,Restaurant_449,New York,French,3.0,3018,74.0
450,Restaurant_450,Chicago,Mediterranean,3.2,4768,107.0
451,Restaurant_451,Phoenix,American,4.1,2215,43.0
452,Restaurant_452,Chicago,American,3.7,2157,68.0
453,Restaurant_453,New York,Chinese,5.0,1796,98.0
454,Restaurant_454,New York,American,4.6,3244,85.0
455,Restaurant_455,San Diego,French,4.6,296,110.0
456,Restaurant_456,San Jose,American,4.2,1927,119.0
457,Restaurant_457,Los Angeles,Indian,4.0,2256,15.0
458,Restaurant_458,Chicago,French,4.6,1457,118.0
459,Restaurant_459,Los Angeles,Thai,2.1,3546,20.0
460,Restaurant_460,Chicago,Japanese,3.4,3127,89.0
461,Restaurant_461,San Antonio,American,2.8,2308,148.0
